Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P162,LinkedIn,2024-06-10,02:23,Video,Product Launch,Sample social media post caption 162,#marketing #socialmedia #AI,72244,62635,2000,120,224,69,300,3,2647,2632,Engagement Drive
P163,LinkedIn,2024-12-16,11:28,Carousel,Product Launch,Sample social media post caption 163,#marketing #socialmedia #AI,66187,34235,3960,47,248,436,1740,795,1939,2009,Brand Awareness
P164,YouTube,2025-06-23,01:33,Text,Promotional,Sample social media post caption 164,#marketing #socialmedia #AI,78499,22700,4010,451,274,178,304,543,50094,50075,Organic
P165,Facebook,2025-09-30,16:22,Reel,Industry News,Sample social media post caption 165,#marketing #socialmedia #AI,93428,63399,1726,82,12,371,452,449,11237,11392,Brand Awareness
P166,YouTube,2024-06-15,14:44,Carousel,Industry News,Sample social media post caption 166,#marketing #socialmedia #AI,1154,52112,1295,398,91,437,1301,816,95300,95291,Brand Awareness
P167,Instagram,2025-02-25,06:53,Carousel,Educational,Sample social media post caption 167,#marketing #socialmedia #AI,1760,13136,674,281,172,372,785,48,12788,12922,Lead Generation
P168,Facebook,2024-03-02,10:26,Video,Industry News,Sample social media post caption 168,#marketing #socialmedia #AI,96516,7264,1890,214,213,158,198,711,54692,54724,Summer Campaign
P169,LinkedIn,2024-11-06,04:43,Video,Promotional,Sample social media post caption 169,#marketing #socialmedia #AI,38459,15700,1477,268,177,379,1156,152,64596,64673,Organic
P170,YouTube,2024-02-26,01:24,Text,Industry News,Sample social media post caption 170,#marketing #socialmedia #AI,65997,15924,2193,431,244,182,998,520,95559,95755,Lead Generation
P171,LinkedIn,2024-05-14,16:04,Image,Promotional,Sample social media post caption 171,#marketing #socialmedia #AI,88833,46242,4384,269,122,214,858,716,72904,73036,Brand Awareness
P172,Facebook,2024-06-23,20:50,Reel,Motivational,Sample social media post caption 172,#marketing #socialmedia #AI,14868,31470,1766,90,213,174,1241,105,69474,69561,Lead Generation
P173,Instagram,2024-02-23,02:42,Video,Promotional,Sample social media post caption 173,#marketing #socialmedia #AI,32660,18598,3481,350,170,2,462,931,31982,32017,Engagement Drive
P174,YouTube,2025-05-20,12:10,Video,Promotional,Sample social media post caption 174,#marketing #socialmedia #AI,10968,22079,3097,390,65,332,1027,417,60054,60069,Summer Campaign
P175,LinkedIn,2024-07-07,02:10,Text,Industry News,Sample social media post caption 175,#marketing #socialmedia #AI,79345,68414,805,281,56,226,859,999,30147,30192,Brand Awareness
P176,Facebook,2025-04-07,10:36,Text,Product Launch,Sample social media post caption 176,#marketing #socialmedia #AI,11935,10804,4699,343,166,276,1654,582,33409,33392,Organic
P177,LinkedIn,2025-06-25,10:03,Carousel,Motivational,Sample social media post caption 177,#marketing #socialmedia #AI,25463,59153,3521,462,124,406,1275,64,52600,52585,Lead Generation
P178,LinkedIn,2025-10-21,20:28,Reel,Educational,Sample social media post caption 178,#marketing #socialmedia #AI,11442,46496,1047,382,78,357,594,841,10376,10357,Organic
P179,LinkedIn,2025-06-05,14:01,Carousel,Product Launch,Sample social media post caption 179,#marketing #socialmedia #AI,81107,25087,3909,75,222,499,270,451,55483,55529,Organic
P180,YouTube,2024-09-11,10:59,Carousel,Promotional,Sample social media post caption 180,#marketing #socialmedia #AI,65483,42912,1011,490,199,221,572,244,17060,17255,Organic
P181,Instagram,2024-11-24,20:35,Image,Product Launch,Sample social media post caption 181,#marketing #socialmedia #AI,61218,65556,1478,23,212,148,21,788,51457,51628,Lead Generation
P182,Facebook,2024-12-21,20:58,Text,Product Launch,Sample social media post caption 182,#marketing #socialmedia #AI,60370,3831,666,54,161,260,171,334,8463,8642,Organic
P183,Instagram,2024-02-22,00:46,Video,Industry News,Sample social media post caption 183,#marketing #socialmedia #AI,19924,72039,81,437,46,80,1030,549,74359,74521,Engagement Drive
P184,Facebook,2024-03-15,14:05,Carousel,Educational,Sample social media post caption 184,#marketing #socialmedia #AI,88636,7686,496,140,300,119,744,768,49886,49935,Engagement Drive
P185,LinkedIn,2025-11-07,21:51,Reel,Educational,Sample social media post caption 185,#marketing #socialmedia #AI,9578,72977,1244,105,70,226,991,315,1265,1347,Engagement Drive
P186,Instagram,2025-07-11,19:57,Image,Motivational,Sample social media post caption 186,#marketing #socialmedia #AI,95588,77207,4657,38,150,53,1027,784,60157,60306,Organic
P187,LinkedIn,2025-03-16,13:05,Text,Promotional,Sample social media post caption 187,#marketing #socialmedia #AI,43368,78967,3747,241,218,281,513,210,80663,80720,Brand Awareness
P188,YouTube,2024-10-12,11:10,Image,Industry News,Sample social media post caption 188,#marketing #socialmedia #AI,76497,13814,2478,138,192,432,49,264,7331,7522,Engagement Drive
P189,Instagram,2024-11-13,11:55,Reel,Promotional,Sample social media post caption 189,#marketing #socialmedia #AI,19069,26934,2732,75,77,180,861,503,71686,71764,Lead Generation
P190,Facebook,2024-08-28,03:25,Carousel,Industry News,Sample social media post caption 190,#marketing #socialmedia #AI,51335,26015,684,62,51,197,304,856,51461,51535,Summer Campaign
P191,Instagram,2025-10-14,04:05,Text,Motivational,Sample social media post caption 191,#marketing #socialmedia #AI,23727,20246,3127,277,118,372,491,789,60334,60437,Organic
P192,Facebook,2024-03-26,09:27,Image,Industry News,Sample social media post caption 192,#marketing #socialmedia #AI,23026,58664,4139,287,45,35,1845,502,32146,32274,Engagement Drive
P193,Instagram,2024-09-07,12:18,Reel,Educational,Sample social media post caption 193,#marketing #socialmedia #AI,25762,24789,1838,221,192,205,1161,851,57884,58042,Engagement Drive
P194,LinkedIn,2025-08-18,15:22,Video,Industry News,Sample social media post caption 194,#marketing #socialmedia #AI,43157,40972,1526,440,252,444,1886,401,25210,25266,Brand Awareness
P195,YouTube,2025-06-14,18:12,Image,Industry News,Sample social media post caption 195,#marketing #socialmedia #AI,16201,78650,245,349,153,354,1243,571,20841,20866,Summer Campaign
P196,YouTube,2024-10-14,00:12,Video,Industry News,Sample social media post caption 196,#marketing #socialmedia #AI,96594,73999,2786,137,82,396,1777,287,6580,6621,Lead Generation
P197,LinkedIn,2025-05-03,11:21,Image,Motivational,Sample social media post caption 197,#marketing #socialmedia #AI,40380,9870,4293,62,225,87,1494,395,76627,76724,Engagement Drive
P198,Facebook,2024-08-06,03:24,Text,Motivational,Sample social media post caption 198,#marketing #socialmedia #AI,78721,18926,4369,234,250,8,1521,406,42304,42313,Lead Generation
P199,Instagram,2024-09-26,02:11,Video,Product Launch,Sample social media post caption 199,#marketing #socialmedia #AI,51926,52391,1971,322,70,347,1971,339,38728,38838,Engagement Drive
P200,Facebook,2024-04-21,12:16,Reel,Industry News,Sample social media post caption 200,#marketing #socialmedia #AI,76132,5960,1580,461,75,376,370,352,96528,96652,Organic
P201,Instagram,2024-01-24,22:01,Text,Educational,Sample social media post caption 201,#marketing #socialmedia #AI,18885,75741,4307,136,33,465,1305,566,4332,4346,Brand Awareness
P202,Instagram,2024-08-02,16:13,Reel,Product Launch,Sample social media post caption 202,#marketing #socialmedia #AI,64647,5225,432,475,122,408,403,7,26051,26138,Lead Generation
P203,LinkedIn,2025-04-24,04:12,Text,Product Launch,Sample social media post caption 203,#marketing #socialmedia #AI,3028,71699,4364,319,57,455,745,288,12933,13052,Organic
P204,Instagram,2025-12-28,20:06,Carousel,Industry News,Sample social media post caption 204,#marketing #socialmedia #AI,19292,32089,1570,182,5,50,1546,575,66926,66913,Summer Campaign
P205,Facebook,2024-02-01,18:35,Reel,Motivational,Sample social media post caption 205,#marketing #socialmedia #AI,83768,48852,1984,445,194,177,1149,972,82129,82199,Lead Generation
P206,Instagram,2025-09-30,07:42,Video,Motivational,Sample social media post caption 206,#marketing #socialmedia #AI,23147,44244,114,186,125,239,1349,994,94083,94134,Engagement Drive
P207,Facebook,2024-01-16,00:42,Reel,Industry News,Sample social media post caption 207,#marketing #socialmedia #AI,84260,13306,1932,291,20,121,1817,937,86541,86584,Brand Awareness
P208,YouTube,2024-12-19,20:54,Text,Promotional,Sample social media post caption 208,#marketing #socialmedia #AI,15320,10447,4862,50,106,32,229,863,52418,52546,Organic
P209,Instagram,2024-04-25,01:37,Image,Promotional,Sample social media post caption 209,#marketing #socialmedia #AI,22045,18261,1549,142,174,77,1975,36,28356,28426,Summer Campaign
P210,Facebook,2025-10-05,13:03,Image,Promotional,Sample social media post caption 210,#marketing #socialmedia #AI,41769,26667,4445,271,6,78,277,228,2507,2573,Summer Campaign
P211,Facebook,2024-10-22,10:51,Image,Product Launch,Sample social media post caption 211,#marketing #socialmedia #AI,14434,16613,3171,424,190,389,362,114,7231,7274,Lead Generation
P212,YouTube,2024-09-23,15:41,Video,Product Launch,Sample social media post caption 212,#marketing #socialmedia #AI,22815,13402,2108,344,292,454,358,958,56937,57118,Brand Awareness
P213,YouTube,2025-12-20,16:33,Text,Educational,Sample social media post caption 213,#marketing #socialmedia #AI,66885,7103,2887,231,70,338,1539,305,71152,71254,Engagement Drive
P214,Instagram,2024-04-19,18:05,Carousel,Educational,Sample social media post caption 214,#marketing #socialmedia #AI,68868,79924,4349,245,27,83,1980,207,67415,67605,Summer Campaign
P215,Facebook,2024-11-09,03:10,Image,Industry News,Sample social media post caption 215,#marketing #socialmedia #AI,91021,32064,3736,143,167,499,360,12,14716,14787,Summer Campaign
P216,LinkedIn,2024-12-20,21:00,Video,Promotional,Sample social media post caption 216,#marketing #socialmedia #AI,92243,45853,2461,278,298,417,1462,31,2771,2822,Organic
P217,Facebook,2024-06-23,02:37,Text,Promotional,Sample social media post caption 217,#marketing #socialmedia #AI,15910,59941,1076,91,163,393,1401,385,27662,27847,Lead Generation
P218,Facebook,2024-12-17,02:08,Image,Motivational,Sample social media post caption 218,#marketing #socialmedia #AI,18378,40302,3619,266,156,65,1258,772,74122,74283,Brand Awareness
P219,YouTube,2024-06-23,23:12,Reel,Industry News,Sample social media post caption 219,#marketing #socialmedia #AI,65563,16613,3832,254,262,98,1074,415,15491,15524,Summer Campaign
P220,YouTube,2024-09-29,00:08,Reel,Industry News,Sample social media post caption 220,#marketing #socialmedia #AI,86234,815,2318,361,145,498,1389,751,38285,38422,Summer Campaign
P221,YouTube,2024-10-05,22:26,Reel,Industry News,Sample social media post caption 221,#marketing #socialmedia #AI,6389,50179,3768,6,111,24,1385,764,36734,36797,Brand Awareness
P222,LinkedIn,2024-10-16,08:02,Carousel,Educational,Sample social media post caption 222,#marketing #socialmedia #AI,29085,36715,3062,409,4,344,1403,987,26419,26473,Brand Awareness
P223,LinkedIn,2024-03-06,11:59,Image,Product Launch,Sample social media post caption 223,#marketing #socialmedia #AI,25450,5779,4644,464,90,257,490,153,33001,33130,Lead Generation
P224,Instagram,2025-08-03,10:27,Reel,Product Launch,Sample social media post caption 224,#marketing #socialmedia #AI,67706,40915,1983,271,17,157,1132,322,2793,2778,Summer Campaign
P225,YouTube,2025-10-27,21:10,Text,Motivational,Sample social media post caption 225,#marketing #socialmedia #AI,13822,43233,1594,453,247,67,1530,47,22837,23020,Lead Generation
P226,YouTube,2025-10-31,16:33,Carousel,Educational,Sample social media post caption 226,#marketing #socialmedia #AI,21315,13765,1524,203,64,228,1475,43,28912,29036,Brand Awareness
P227,Instagram,2024-03-19,01:28,Image,Industry News,Sample social media post caption 227,#marketing #socialmedia #AI,93764,55146,1061,146,208,414,756,697,87494,87686,Summer Campaign
P228,LinkedIn,2024-03-26,14:10,Video,Promotional,Sample social media post caption 228,#marketing #socialmedia #AI,53610,60267,3184,199,274,368,1071,889,52876,52873,Engagement Drive
P229,LinkedIn,2025-05-02,07:16,Carousel,Promotional,Sample social media post caption 229,#marketing #socialmedia #AI,5521,23466,239,107,100,200,137,37,59611,59734,Organic
P230,LinkedIn,2024-11-20,16:32,Video,Educational,Sample social media post caption 230,#marketing #socialmedia #AI,15086,18387,2287,86,141,115,1913,756,53098,53246,Brand Awareness
P231,LinkedIn,2024-04-27,11:09,Text,Motivational,Sample social media post caption 231,#marketing #socialmedia #AI,31495,55014,4823,461,31,229,638,309,98486,98488,Lead Generation
P232,Instagram,2024-02-29,08:30,Carousel,Industry News,Sample social media post caption 232,#marketing #socialmedia #AI,78297,8668,4127,86,222,312,1945,606,71456,71491,Summer Campaign
P233,LinkedIn,2025-02-09,00:36,Text,Product Launch,Sample social media post caption 233,#marketing #socialmedia #AI,31380,30734,2361,402,62,152,1590,768,11706,11723,Engagement Drive
P234,LinkedIn,2025-03-17,00:42,Text,Product Launch,Sample social media post caption 234,#marketing #socialmedia #AI,92728,3570,3439,469,81,479,1610,778,31241,31269,Lead Generation
P235,YouTube,2025-03-08,00:05,Image,Product Launch,Sample social media post caption 235,#marketing #socialmedia #AI,98216,68242,1284,5,245,31,700,525,80768,80959,Lead Generation
P236,Instagram,2024-04-25,08:38,Reel,Industry News,Sample social media post caption 236,#marketing #socialmedia #AI,94853,19397,4086,85,63,350,1741,516,4386,4533,Lead Generation
P237,YouTube,2024-12-19,16:44,Image,Industry News,Sample social media post caption 237,#marketing #socialmedia #AI,40240,40962,69,451,140,97,1068,370,91365,91509,Summer Campaign
P238,LinkedIn,2024-01-07,02:42,Video,Product Launch,Sample social media post caption 238,#marketing #socialmedia #AI,66576,34763,2864,482,158,342,1415,883,55274,55447,Summer Campaign
P239,Facebook,2025-12-18,15:12,Text,Motivational,Sample social media post caption 239,#marketing #socialmedia #AI,60199,50473,3401,80,31,303,1135,428,9638,9765,Summer Campaign
P240,YouTube,2025-02-11,01:41,Video,Product Launch,Sample social media post caption 240,#marketing #socialmedia #AI,40579,19061,1420,259,283,1,1218,726,46364,46345,Summer Campaign
P241,Instagram,2024-11-17,15:52,Reel,Promotional,Sample social media post caption 241,#marketing #socialmedia #AI,89773,17308,342,124,176,392,1055,963,49405,49594,Brand Awareness
P242,Instagram,2024-11-30,21:21,Carousel,Motivational,Sample social media post caption 242,#marketing #socialmedia #AI,19591,35499,4738,478,95,444,197,308,58740,58784,Lead Generation
P243,Instagram,2024-10-22,06:03,Text,Industry News,Sample social media post caption 243,#marketing #socialmedia #AI,68775,45092,1362,42,170,397,853,841,53840,54033,Brand Awareness
P244,Instagram,2025-12-22,09:33,Reel,Product Launch,Sample social media post caption 244,#marketing #socialmedia #AI,52909,56670,4448,347,90,333,252,152,10983,10986,Brand Awareness
P245,YouTube,2024-10-05,13:36,Text,Promotional,Sample social media post caption 245,#marketing #socialmedia #AI,49590,13714,1483,246,233,30,1302,482,31353,31509,Organic
P246,Facebook,2025-02-18,21:51,Video,Product Launch,Sample social media post caption 246,#marketing #socialmedia #AI,15673,66735,4558,259,160,331,1139,598,65628,65783,Organic
P247,Instagram,2024-12-26,03:18,Video,Product Launch,Sample social media post caption 247,#marketing #socialmedia #AI,17954,8292,1914,332,96,207,41,668,34554,34610,Lead Generation
P248,Instagram,2025-01-14,17:29,Video,Educational,Sample social media post caption 248,#marketing #socialmedia #AI,31935,36368,2193,382,51,133,1187,798,34661,34721,Brand Awareness
P249,YouTube,2024-11-20,18:58,Image,Educational,Sample social media post caption 249,#marketing #socialmedia #AI,94235,35622,592,209,13,399,1078,467,41656,41764,Engagement Drive
P250,Facebook,2024-05-04,20:48,Text,Product Launch,Sample social media post caption 250,#marketing #socialmedia #AI,40252,74909,396,346,83,413,782,110,83203,83234,Organic
P251,YouTube,2024-08-06,11:23,Image,Product Launch,Sample social media post caption 251,#marketing #socialmedia #AI,17178,10098,1484,404,107,460,1700,496,10966,11020,Summer Campaign
P252,LinkedIn,2025-05-10,03:35,Text,Motivational,Sample social media post caption 252,#marketing #socialmedia #AI,40773,4499,3391,463,95,408,1375,826,1378,1505,Organic
P253,YouTube,2025-11-11,02:21,Video,Educational,Sample social media post caption 253,#marketing #socialmedia #AI,5693,31230,1481,301,80,468,184,466,37669,37722,Lead Generation
P254,Facebook,2024-02-24,05:49,Video,Promotional,Sample social media post caption 254,#marketing #socialmedia #AI,16934,47915,1785,471,300,182,147,742,95122,95296,Engagement Drive
