Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P103,YouTube,2025-05-10,19:04,Video,Motivational,Sample social media post caption 103,#marketing #socialmedia #AI,56588,74804,2460,149,121,112,1588,810,2300,2358,Lead Generation,1.4313988831554392,2842,3.799262071546976,0.1617560558258916,58,0.03333333333333333,45,Customer Story
P104,Facebook,2025-08-12,23:17,Video,Product Launch,Sample social media post caption 104,#marketing #socialmedia #AI,63638,22032,702,307,229,300,21,101,52003,52108,Engagement Drive,0.158710204594739,1538,6.98075526506899,1.0393972403776326,105,0.03333333333333333,45,Customer Story
P105,LinkedIn,2024-09-11,08:45,Reel,Educational,Sample social media post caption 105,#marketing #socialmedia #AI,10620,13080,3458,75,170,415,1106,16,63209,63338,Summer Campaign,0.1506591337099811,4118,31.48318042813456,1.2996941896024463,129,0.03333333333333333,45,Customer Story
P106,LinkedIn,2024-02-22,11:20,Text,Motivational,Sample social media post caption 106,#marketing #socialmedia #AI,23963,72113,2865,81,104,132,177,597,3685,3741,Brand Awareness,2.4913408170930182,3182,4.412519240636224,0.1442181021452442,56,0.03333333333333333,45,Customer Story
P107,YouTube,2024-05-31,09:54,Text,Industry News,Sample social media post caption 107,#marketing #socialmedia #AI,47068,46564,3194,64,264,296,1090,649,32838,32908,Brand Awareness,1.378856123056004,3818,8.19946739970793,0.5669616012370071,70,0.03333333333333333,45,Customer Story
P108,Facebook,2024-06-13,07:10,Video,Product Launch,Sample social media post caption 108,#marketing #socialmedia #AI,87803,73793,222,254,95,468,454,689,39180,39213,Engagement Drive,0.7847112285457216,1039,1.4079926280270487,0.1287384982315395,33,0.03333333333333333,45,Customer Story
P109,Instagram,2024-02-20,02:54,Image,Educational,Sample social media post caption 109,#marketing #socialmedia #AI,21412,15133,4910,274,297,248,1133,754,67135,67125,Brand Awareness,3.5213898748365406,5729,37.85766206304103,1.9625982951166328,-10,0.03333333333333333,45,Customer Story
P110,LinkedIn,2025-02-18,07:46,Carousel,Educational,Sample social media post caption 110,#marketing #socialmedia #AI,27920,41074,1203,437,23,466,531,684,9858,9967,Brand Awareness,2.4498567335243555,2129,5.183327652529581,0.0559964941325412,109,0.03333333333333333,45,Customer Story
P111,YouTube,2025-04-04,12:07,Image,Industry News,Sample social media post caption 111,#marketing #socialmedia #AI,94053,11193,561,9,99,242,639,935,26632,26670,Organic,0.9941203364060688,911,8.139015456088627,0.8844813722862505,38,0.03333333333333333,45,Customer Story
P112,Facebook,2025-09-10,02:50,Video,Promotional,Sample social media post caption 112,#marketing #socialmedia #AI,12067,68918,3671,268,164,492,841,521,2049,2101,Lead Generation,4.317560288389823,4595,6.667343799878116,0.2379639571664877,52,0.03333333333333333,45,Customer Story
P113,Instagram,2024-05-21,11:45,Carousel,Motivational,Sample social media post caption 113,#marketing #socialmedia #AI,57101,65787,906,404,108,258,57,506,10618,10750,Brand Awareness,0.8861491042188403,1676,2.547615790353717,0.1641661726480915,132,0.03333333333333333,45,Customer Story
P114,Facebook,2024-06-22,17:56,Text,Promotional,Sample social media post caption 114,#marketing #socialmedia #AI,48435,48985,3982,218,27,178,1329,742,48566,48729,Summer Campaign,1.531950036130897,4405,8.992548739410024,0.055118913953251,163,0.03333333333333333,45,Customer Story
P115,LinkedIn,2024-07-12,17:01,Video,Educational,Sample social media post caption 115,#marketing #socialmedia #AI,77169,17456,2700,218,150,48,231,690,78994,78992,Brand Awareness,0.8941414298487734,3116,17.850595783684692,0.8593033913840513,-2,0.03333333333333333,45,Customer Story
P116,Instagram,2025-10-27,14:08,Text,Product Launch,Sample social media post caption 116,#marketing #socialmedia #AI,63351,62913,3888,224,31,324,1634,97,76929,76942,Brand Awareness,0.153115183659295,4467,7.100281340899336,0.0492743947991671,13,0.03333333333333333,45,Customer Story
P117,Facebook,2024-05-23,15:40,Reel,Motivational,Sample social media post caption 117,#marketing #socialmedia #AI,53440,22857,4569,349,32,149,1083,167,89598,89758,Lead Generation,0.3125,5099,22.308264426652663,0.1400008750054687,160,0.03333333333333333,45,Customer Story
P118,LinkedIn,2024-01-14,20:19,Video,Promotional,Sample social media post caption 118,#marketing #socialmedia #AI,13902,72742,385,16,30,259,1670,339,99048,99034,Lead Generation,2.438498057833405,690,0.9485579170218033,0.0412416485661653,-14,0.03333333333333333,45,Customer Story
P119,LinkedIn,2024-01-09,19:21,Image,Promotional,Sample social media post caption 119,#marketing #socialmedia #AI,3850,37655,3876,253,62,371,1293,37,53603,53604,Lead Generation,0.9610389610389612,4562,12.115256937989642,0.1646527685566325,1,0.03333333333333333,45,Customer Story
P120,Facebook,2025-07-26,01:31,Video,Industry News,Sample social media post caption 120,#marketing #socialmedia #AI,45404,9059,355,179,253,13,1129,227,79311,79447,Organic,0.4999559510175315,800,8.83099679876366,2.792802737609008,136,0.03333333333333333,45,Customer Story
P121,Instagram,2025-08-24,11:14,Reel,Educational,Sample social media post caption 121,#marketing #socialmedia #AI,79048,38857,4245,354,245,462,361,900,5489,5621,Organic,1.1385487298856392,5306,13.65519726175464,0.6305170239596469,132,0.03333333333333333,45,Customer Story
P122,LinkedIn,2025-10-20,17:33,Video,Industry News,Sample social media post caption 122,#marketing #socialmedia #AI,89663,75239,4641,382,187,300,659,195,75130,75203,Lead Generation,0.217481012234701,5510,7.323329656162363,0.248541315009503,73,0.03333333333333333,45,Customer Story
P123,Instagram,2025-12-11,02:07,Video,Educational,Sample social media post caption 123,#marketing #socialmedia #AI,10388,45647,4624,18,91,374,997,25,93447,93510,Lead Generation,0.2406623026569118,5107,11.188029881481809,0.1993559270050605,63,0.03333333333333333,45,Customer Story
P124,YouTube,2024-04-07,18:54,Carousel,Educational,Sample social media post caption 124,#marketing #socialmedia #AI,74746,24803,2312,452,126,140,559,569,42562,42666,Organic,0.7612447488828834,3030,12.216264161593356,0.5080030641454663,104,0.03333333333333333,45,Customer Story
P125,Instagram,2025-11-09,21:24,Image,Industry News,Sample social media post caption 125,#marketing #socialmedia #AI,66820,77402,1381,83,157,452,1766,512,38174,38272,Brand Awareness,0.7662376533971864,2073,2.678225368853518,0.202837135991318,98,0.03333333333333333,45,Customer Story
P126,Facebook,2025-07-10,01:04,Image,Motivational,Sample social media post caption 126,#marketing #socialmedia #AI,10452,29055,1472,182,175,133,927,149,60932,61129,Engagement Drive,1.4255644852659777,1962,6.752710376871452,0.6023059714334882,197,0.03333333333333333,45,Customer Story
P127,Facebook,2024-02-15,00:13,Video,Promotional,Sample social media post caption 127,#marketing #socialmedia #AI,9624,28090,4340,337,42,39,1023,142,43065,43084,Summer Campaign,1.4754779717373232,4758,16.938412246351014,0.1495194019223923,19,0.03333333333333333,45,Customer Story
P128,Instagram,2024-07-13,07:41,Carousel,Motivational,Sample social media post caption 128,#marketing #socialmedia #AI,97474,3384,3470,65,69,271,1808,373,1806,1886,Brand Awareness,0.3826661468699345,3875,114.50945626477542,2.039007092198582,80,0.03333333333333333,45,Customer Story
P129,YouTube,2025-12-29,16:20,Reel,Motivational,Sample social media post caption 129,#marketing #socialmedia #AI,85236,74234,443,201,283,210,1693,252,27835,27860,Engagement Drive,0.2956497254681121,1137,1.5316431823692649,0.3812269310558504,25,0.03333333333333333,45,Customer Story
P130,YouTube,2025-05-28,16:44,Video,Educational,Sample social media post caption 130,#marketing #socialmedia #AI,78147,31549,3603,414,162,27,954,427,14477,14531,Organic,0.5464061320332194,4206,13.331642841294494,0.5134869567973629,54,0.03333333333333333,45,Customer Story
P131,YouTube,2025-04-29,16:26,Carousel,Product Launch,Sample social media post caption 131,#marketing #socialmedia #AI,35352,27712,3008,447,266,37,872,214,6344,6487,Lead Generation,0.6053405747906766,3758,13.560912240184756,0.9598729792147808,143,0.03333333333333333,45,Customer Story
P132,Facebook,2025-06-18,20:33,Reel,Motivational,Sample social media post caption 132,#marketing #socialmedia #AI,77589,65956,3697,348,82,208,302,193,5753,5751,Summer Campaign,0.2487466006779311,4335,6.572563527199951,0.1243253077809448,-2,0.03333333333333333,45,Customer Story
P133,LinkedIn,2025-10-24,23:57,Video,Industry News,Sample social media post caption 133,#marketing #socialmedia #AI,87915,13078,2761,283,161,166,1906,108,7008,7199,Organic,0.1228459307285446,3371,25.776112555436608,1.231075087933935,191,0.03333333333333333,45,Customer Story
P134,LinkedIn,2024-08-19,20:05,Video,Industry News,Sample social media post caption 134,#marketing #socialmedia #AI,16159,39240,442,221,24,331,1465,428,96979,96976,Lead Generation,2.648678754873445,1018,2.594291539245668,0.0611620795107033,-3,0.03333333333333333,45,Customer Story
P135,YouTube,2024-10-29,12:26,Video,Product Launch,Sample social media post caption 135,#marketing #socialmedia #AI,80941,78746,794,19,238,480,509,400,48728,48716,Summer Campaign,0.4941871239544854,1531,1.944225738450207,0.3022375739720113,-12,0.03333333333333333,45,Customer Story
P136,Facebook,2024-05-15,21:47,Video,Product Launch,Sample social media post caption 136,#marketing #socialmedia #AI,35452,33212,3924,427,28,352,1353,891,42790,42906,Summer Campaign,2.51325736206702,4731,14.244851258581235,0.0843068770323979,116,0.03333333333333333,45,Customer Story
P137,Instagram,2024-04-06,13:12,Reel,Educational,Sample social media post caption 137,#marketing #socialmedia #AI,16425,35605,3227,264,237,223,66,735,74595,74686,Lead Generation,4.474885844748858,3951,11.096756073585173,0.665636848757197,91,0.03333333333333333,45,Customer Story
P138,Instagram,2025-02-08,18:02,Reel,Industry News,Sample social media post caption 138,#marketing #socialmedia #AI,98428,74284,1727,181,119,315,1323,522,26871,26924,Organic,0.5303368960052018,2342,3.1527650638091647,0.1601960045231813,53,0.03333333333333333,45,Customer Story
P139,LinkedIn,2024-07-08,10:38,Video,Product Launch,Sample social media post caption 139,#marketing #socialmedia #AI,1156,32943,2899,167,288,251,567,779,3183,3337,Summer Campaign,67.38754325259517,3605,10.943144218802177,0.874237319005555,154,0.03333333333333333,45,Customer Story
P140,LinkedIn,2025-01-05,00:36,Carousel,Educational,Sample social media post caption 140,#marketing #socialmedia #AI,38450,15281,1012,254,275,105,1196,830,7815,7810,Lead Generation,2.158647594278284,1646,10.771546364766705,1.7996204436882404,-5,0.03333333333333333,45,Customer Story
P141,LinkedIn,2024-08-07,11:04,Video,Promotional,Sample social media post caption 141,#marketing #socialmedia #AI,61730,55615,2314,232,159,249,1818,436,30034,30172,Brand Awareness,0.7063016361574599,2954,5.311516677155444,0.2858940933201474,138,0.03333333333333333,45,Customer Story
P142,YouTube,2024-01-21,02:08,Image,Educational,Sample social media post caption 142,#marketing #socialmedia #AI,29508,58749,2973,128,242,249,592,328,83444,83474,Brand Awareness,1.1115629659753288,3592,6.114146623772319,0.4119219050537031,30,0.03333333333333333,45,Customer Story
P143,Instagram,2025-01-31,00:15,Carousel,Product Launch,Sample social media post caption 143,#marketing #socialmedia #AI,36445,55069,3287,353,264,289,262,381,78122,78150,Brand Awareness,1.0454108931266293,4193,7.614084148976738,0.479398572699704,28,0.03333333333333333,45,Customer Story
P144,LinkedIn,2025-01-05,16:47,Video,Product Launch,Sample social media post caption 144,#marketing #socialmedia #AI,89055,24788,1759,53,23,191,154,613,8050,8155,Summer Campaign,0.6883386671158274,2026,8.173309665967404,0.0927868323382281,105,0.03333333333333333,45,Customer Story
P145,Facebook,2025-09-08,23:45,Image,Industry News,Sample social media post caption 145,#marketing #socialmedia #AI,69176,56639,2137,397,17,444,113,227,6601,6729,Engagement Drive,0.3281484908060599,2995,5.28787584526563,0.0300146542135277,128,0.03333333333333333,45,Customer Story
P146,LinkedIn,2024-12-02,01:06,Carousel,Product Launch,Sample social media post caption 146,#marketing #socialmedia #AI,49607,53504,4849,439,65,331,1231,803,5030,5119,Engagement Drive,1.6187231640695872,5684,10.623504784688995,0.1214862440191387,89,0.03333333333333333,45,Customer Story
P147,Instagram,2025-04-16,01:57,Reel,Industry News,Sample social media post caption 147,#marketing #socialmedia #AI,4215,23308,2608,111,58,275,281,790,56546,56673,Organic,18.74258600237248,3052,13.09421657799897,0.2488415994508323,127,0.03333333333333333,45,Customer Story
P148,YouTube,2024-05-11,07:19,Carousel,Industry News,Sample social media post caption 148,#marketing #socialmedia #AI,77730,61499,1296,112,259,12,1961,544,63397,63389,Engagement Drive,0.69985848449762,1679,2.7301256931007005,0.4211450592692564,-8,0.03333333333333333,45,Customer Story
P149,YouTube,2025-10-02,08:42,Carousel,Motivational,Sample social media post caption 149,#marketing #socialmedia #AI,71490,18325,371,232,6,347,571,973,17349,17419,Brand Awareness,1.361029514617429,956,5.2169167803547065,0.0327421555252387,70,0.03333333333333333,45,Customer Story
P150,Facebook,2025-11-03,23:08,Image,Industry News,Sample social media post caption 150,#marketing #socialmedia #AI,51325,2820,3935,127,188,348,693,194,97009,97138,Summer Campaign,0.3779834388699464,4598,163.0496453900709,6.666666666666667,129,0.03333333333333333,45,Customer Story
P151,Instagram,2024-02-03,21:38,Reel,Industry News,Sample social media post caption 151,#marketing #socialmedia #AI,48296,21908,2706,103,106,57,887,81,28906,28891,Lead Generation,0.1677157528573795,2972,13.565820704765382,0.4838415190797882,-15,0.03333333333333333,45,Customer Story
P152,YouTube,2025-12-26,18:36,Image,Promotional,Sample social media post caption 152,#marketing #socialmedia #AI,41960,38973,2939,398,224,264,1029,267,67700,67761,Summer Campaign,0.6363203050524309,3825,9.81448695250558,0.5747568829702615,61,0.03333333333333333,45,Customer Story
P153,YouTube,2024-11-15,08:53,Reel,Industry News,Sample social media post caption 153,#marketing #socialmedia #AI,95543,25094,820,101,63,417,817,697,24186,24384,Summer Campaign,0.729514459458045,1401,5.58300789033235,0.2510560293297202,198,0.03333333333333333,45,Customer Story
P154,Facebook,2025-06-13,10:27,Video,Motivational,Sample social media post caption 154,#marketing #socialmedia #AI,81118,65881,4880,294,183,400,30,471,52102,52217,Lead Generation,0.580635617248946,5757,8.73848302241921,0.2777735614213506,115,0.03333333333333333,45,Customer Story
P155,YouTube,2024-05-28,11:37,Reel,Product Launch,Sample social media post caption 155,#marketing #socialmedia #AI,4143,48536,3873,461,261,12,1986,749,84714,84835,Lead Generation,18.07868694182959,4607,9.491923520685678,0.5377451788363277,121,0.03333333333333333,45,Customer Story
P156,Facebook,2024-09-25,20:35,Image,Educational,Sample social media post caption 156,#marketing #socialmedia #AI,51685,3367,3748,180,97,32,1607,954,76073,76189,Lead Generation,1.845796652800619,4057,120.49302049302048,2.880902880902881,116,0.03333333333333333,45,Customer Story
P157,LinkedIn,2024-01-14,13:52,Video,Educational,Sample social media post caption 157,#marketing #socialmedia #AI,93461,8357,2242,196,15,62,1223,85,99402,99570,Brand Awareness,0.0909470260322487,2515,30.094531530453512,0.1794902476965418,168,0.03333333333333333,45,Customer Story
P158,YouTube,2025-03-13,05:42,Text,Industry News,Sample social media post caption 158,#marketing #socialmedia #AI,15811,516,3699,188,212,354,875,942,70121,70183,Brand Awareness,5.95787742710771,4453,862.9844961240311,41.08527131782946,62,0.03333333333333333,45,Customer Story
P159,Instagram,2024-07-08,21:15,Image,Motivational,Sample social media post caption 159,#marketing #socialmedia #AI,35012,15025,2414,103,68,240,1154,807,94204,94284,Summer Campaign,2.304924026048212,2825,18.80199667221298,0.4525790349417637,80,0.03333333333333333,45,Customer Story
P160,Instagram,2024-06-07,15:20,Video,Motivational,Sample social media post caption 160,#marketing #socialmedia #AI,89684,71495,3315,89,225,274,1380,339,8543,8690,Lead Generation,0.3779938450559743,3903,5.459123015595496,0.3147073221903629,147,0.03333333333333333,45,Customer Story
P161,YouTube,2024-10-08,02:04,Video,Motivational,Sample social media post caption 161,#marketing #socialmedia #AI,27521,33160,3460,444,176,66,1699,238,54973,55159,Summer Campaign,0.8647941571890557,4146,12.50301568154403,0.5307599517490953,186,0.03333333333333333,45,Customer Story
